Transaction Date and Time,Transaction Amount,Cardholder Name,Merchant Name,Transaction Source,Merchant Category Code (MCC),Transaction Location (City or ZIP Code),Transaction Currency,Card Type,Card Expiration Date,Previous Transactions,IP Address,Device Information,Unnamed: 13,Unnamed: 14,Unnamed: 15,Unnamed: 16,Unnamed: 17,Unnamed: 18,Unnamed: 19,outlier_flag
12-11-2021,1445.69,Onkar Bains,Chandran Group,Online,2018.0,Aizawl,INR,MasterCard,01-06-2028,3 or more,107.76.68.243,Tablet,,,,,,,,0
21-02-2021,1436.55,Hazel Karpe,"Sridhar, Kalita and Ram",Online,1034.0,Moradabad,EUR,American Express,01-08-2026,,173.39.165.248,Desktop,,,,,,,,0
13-06-2020,2842.11,Siya Kota,"Anand, Rau and Dalal",In-Person,6039.0,Warangal,USD,Visa,01-09-2025,3 or more,135.53.232.208,Mobile,,,,,,,,0
29-09-2021,1811.66,Indranil Borde,"Swamy, Anne and Tara",Online,5418.0,Vadodara,INR,MasterCard,01-01-2031,1,169.146.204.87,Mobile,,,,,,,,0
23-04-2020,1425.85,Priyansh Tripathi,Gopal Group,Online,8846.0,Dewas,EUR,American Express,01-11-2029,2,185.17.180.211,Tablet,,,,,,,,0
15-05-2021,2179.51,Lakshit Sarkar,Bora Group,In-Person,7243.0,Darbhanga,INR,Visa,01-01-2026,1,193.57.220.196,Mobile,,,,,,,,0
12-02-2022,3416.41,Veer Warrior,Gandhi Inc,Online,8855.0,Sirsa,INR,American Express,01-11-2024,3 or more,209.134.206.166,Tablet,,,,,,,,0
02-09-2023,2230.53,Rati Rajan,Edwin PLC,In-Person,3367.0,Sambalpur,EUR,Visa,01-06-2024,2,59.36.157.55,Desktop,,,,,,,,0
16-07-2021,1887.45,Yuvraj  Som,Guha PLC,Online,9248.0,Sirsa,USD,MasterCard,01-02-2032,1,135.106.66.194,Mobile,,,,,,,,0
21-03-2020,1423.51,Pihu Baral,"Bedi, Tandon and Anand",In-Person,7546.0,Durgapur,USD,American Express,01-09-2028,2,200.125.75.118,Tablet,,,,,,,,0
26-08-2021,2484.27,Vedika D’Alia,Ramakrishnan-Sama,In-Person,2386.0,Bally,EUR,Visa,01-07-2024,2,132.179.199.35,Desktop,,,,,,,,0
27-09-2023,4397.02,Kiara Subramaniam,Ganguly LLC,In-Person,3435.0,Ambattur,USD,MasterCard,01-03-2031,3 or more,222.226.165.125,Tablet,,,,,,,,0
16-09-2020,155.83,Lakshit Varghese,Karnik and Sons,In-Person,3605.0,Tirunelveli,EUR,American Express,01-04-2026,3 or more,81.253.212.199,Mobile,,,,,,,,0
29-06-2021,2249.06,Zoya Savant,Amble Inc,Online,8618.0,Gandhidham,USD,American Express,01-10-2031,2,21.105.201.218,Mobile,,,,,,,,0
10-08-2022,4716.25,Shray Iyengar,Ram Group,Online,4129.0,Ongole,USD,MasterCard,01-09-2029,1,170.54.181.181,Tablet,,,,,,,,0
14-08-2020,591.74,Kiara Raj,"Dar, Badal and Krishna",In-Person,7908.0,South Dumdum,INR,American Express,01-05-2033,1,195.187.126.252,Desktop,,,,,,,,0
12-10-2020,2725.62,Lavanya Deep,Yohannan Ltd,Online,7854.0,Nangloi Jat,EUR,Visa,01-07-2031,3 or more,171.109.46.33,Mobile,,,,,,,,0
09-12-2022,3670.83,Gokul Gupta,Seshadri and Sons,In-Person,6471.0,Saharanpur,EUR,Visa,01-02-2027,,206.223.213.98,Mobile,,,,,,,,0
17-01-2021,826.99,Nayantara Tank,Subramaniam Group,In-Person,6859.0,Bhilai,USD,MasterCard,01-06-2031,1,215.130.23.123,Mobile,,,,,,,,0
10-03-2021,4349.53,Abram Mane,"Vaidya, Wable and Sankaran",In-Person,6045.0,Rajahmundry,USD,American Express,01-03-2031,,125.166.176.111,Mobile,,,,,,,,0
22-01-2022,402.04,Siya Saha,Mahajan Group,Online,9534.0,Bhopal,INR,American Express,01-09-2024,2,143.36.10.249,Mobile,,,,,,,,0
13-05-2021,3346.97,Aarush Khare,"Buch, Vig and Wable",In-Person,1897.0,Haldia,INR,MasterCard,01-05-2027,,215.132.119.37,Desktop,,,,,,,,0
15-08-2023,676.7,Vaibhav Borah,Dalal Ltd,Online,8843.0,Mehsana,EUR,Visa,01-07-2027,1,75.4.9.40,Tablet,,,,,,,,0
13-02-2021,1076.8,Drishya Gopal,Sharaf Inc,In-Person,1507.0,Bellary,USD,Visa,01-06-2029,,223.159.138.17,Mobile,,,,,,,,0
20-09-2020,126.1,Madhup Dhaliwal,Sem-Dugal,In-Person,7832.0,New Delhi,INR,Visa,01-06-2025,2,137.168.185.207,Tablet,,,,,,,,0
04-09-2022,2089.69,Taimur Golla,Batra-Dube,In-Person,3066.0,Nizamabad,USD,Visa,01-12-2027,1,167.209.19.203,Mobile,,,,,,,,0
17-09-2023,3648.72,Aayush Thaman,"Divan, Raju and Malhotra",In-Person,2432.0,Srikakulam,USD,Visa,01-01-2027,1,94.111.203.193,Mobile,,,,,,,,0
04-08-2020,1149.19,Armaan Desai,Sachdeva-Lata,Online,5304.0,Aurangabad,INR,MasterCard,01-06-2024,,169.146.203.253,Desktop,,,,,,,,0
21-10-2022,2620.19,Romil Gandhi,Banerjee Group,In-Person,5506.0,Panipat,EUR,Visa,01-07-2028,3 or more,43.212.84.57,Mobile,,,,,,,,0
28-02-2020,1679.95,Shamik Sunder,Madan Ltd,Online,1384.0,Satara,USD,MasterCard,01-02-2024,2,75.70.109.148,Tablet,,,,,,,,0
12-03-2021,1292.46,Jivin Thakkar,"Ramesh, Wagle and Wagle",In-Person,3960.0,Bhind,USD,American Express,01-10-2023,2,207.170.174.103,Desktop,,,,,,,,0
08-09-2023,3518.98,Parinaaz Banik,Bains-Hayer,In-Person,1859.0,Tadepalligudem,USD,MasterCard,01-05-2024,,8.220.83.113,Desktop,,,,,,,,0
02-07-2021,930.18,Amira Sachar,Som Inc,In-Person,3130.0,Ambarnath,EUR,MasterCard,01-07-2028,3 or more,96.206.150.9,Tablet,,,,,,,,0
01-10-2021,3739.87,Suhana Dasgupta,"Mangal, Varghese and Chad",Online,1508.0,Bhagalpur,USD,MasterCard,01-09-2026,,185.87.107.183,Desktop,,,,,,,,0
31-07-2021,2557.42,Hazel Bassi,Sekhon LLC,In-Person,2971.0,Madanapalle,INR,Visa,01-10-2032,3 or more,17.151.176.183,Desktop,,,,,,,,0
04-07-2020,3025.55,Shamik Sibal,Dey-Shankar,In-Person,5898.0,Hajipur,INR,MasterCard,01-01-2024,1,98.190.149.237,Tablet,,,,,,,,0
09-10-2022,1198.97,Aarav Chakrabarti,Sawhney and Sons,In-Person,1000.0,Shimoga,EUR,American Express,01-08-2027,,208.92.60.212,Tablet,,,,,,,,0
26-02-2020,3491.02,Aaryahi Kothari,Bobal LLC,Online,1386.0,Nadiad,EUR,American Express,01-07-2030,,189.45.32.69,Mobile,,,,,,,,0
25-09-2022,4302.73,Bhamini Sankar,Setty-Dass,Online,3354.0,Udaipur,INR,American Express,01-08-2030,1,197.101.135.142,Mobile,,,,,,,,0
10-01-2021,1691.33,Sahil De,"Jaggi, Bir and Chadha",In-Person,9027.0,Buxar,USD,Visa,01-07-2027,,219.145.19.75,Tablet,,,,,,,,0
12-11-2022,4781.87,Pranay Viswanathan,"Dixit, Dhar and Sood",In-Person,5047.0,Raipur,INR,MasterCard,01-10-2031,,161.138.212.150,Mobile,,,,,,,,0
15-03-2023,4057.44,Fateh Sarna,Varma Ltd,Online,1051.0,South Dumdum,USD,American Express,01-08-2031,3 or more,188.144.232.169,Tablet,,,,,,,,0
08-02-2022,617.5,Kavya Wable,"Sharma, Khare and Swamy",Online,2487.0,Darbhanga,INR,MasterCard,01-05-2033,1,119.180.143.97,Desktop,,,,,,,,0
31-08-2021,2997.75,Neelofar Dave,Ramachandran LLC,In-Person,5444.0,Giridih,INR,Visa,01-02-2033,3 or more,29.148.205.182,Tablet,,,,,,,,0
19-04-2023,4913.49,Miraan Malhotra,"Swaminathan, Bedi and Ranganathan",In-Person,6728.0,Pune,INR,MasterCard,01-12-2024,3 or more,124.172.166.64,Tablet,,,,,,,,0
01-03-2020,1577.41,Sahil Raj,"Sachdeva, Sehgal and Jain",Online,1330.0,Khammam,USD,American Express,01-10-2030,1,184.189.7.232,Tablet,,,,,,,,0
08-07-2023,577.17,Elakshi Koshy,Bajwa Inc,In-Person,4837.0,Ramgarh,USD,American Express,01-09-2025,3 or more,141.188.118.30,Tablet,,,,,,,,0
28-04-2021,1149.14,Kavya Khare,"Anne, Dhingra and Borra",In-Person,5894.0,Gwalior,INR,American Express,01-01-2029,,136.74.45.75,Mobile,,,,,,,,0
13-06-2023,3590.12,Zoya Dhawan,Luthra-Maharaj,Online,1150.0,Dibrugarh,INR,MasterCard,01-04-2029,2,203.222.42.254,Mobile,,,,,,,,0
30-04-2021,4953.66,Inaaya  Shankar,Toor Inc,Online,7554.0,Motihari,INR,Visa,01-08-2032,1,195.109.152.224,Mobile,,,,,,,,0
10-04-2023,1473.61,Piya Thaman,De-Ramesh,Online,4280.0,Hindupur,EUR,MasterCard,01-07-2033,1,223.128.47.133,Desktop,,,,,,,,0
10-10-2023,1233.24,Kanav Ratti,"Kota, Yohannan and Bath",Online,2997.0,Uluberia,EUR,American Express,01-09-2028,3 or more,192.159.166.167,Mobile,,,,,,,,0
07-06-2020,1418.07,Chirag Chander,Varghese and Sons,Online,3390.0,Morbi,USD,Visa,01-10-2031,,2.144.52.125,Desktop,,,,,,,,0
21-03-2022,4259.09,Sara Bajwa,Chauhan-Bhalla,Online,3174.0,Serampore,EUR,Visa,01-08-2025,3 or more,15.62.35.135,Mobile,,,,,,,,0
30-11-2020,405.49,Ojas Sagar,"Savant, Verma and Sachdeva",In-Person,6886.0,Burhanpur,INR,American Express,01-04-2026,,60.140.176.233,Desktop,,,,,,,,0
29-12-2022,2665.09,Damini Rao,Kari-Sridhar,Online,5095.0,Dhanbad,INR,Visa,01-07-2033,,217.240.13.44,Desktop,,,,,,,,0
13-05-2020,3645.7,Rohan Subramaniam,Virk-Sahni,Online,4224.0,Phagwara,USD,Visa,01-03-2033,3 or more,205.105.29.248,Mobile,,,,,,,,0
27-03-2023,305.32,Ivana Grover,Chahal Group,In-Person,5607.0,Chapra,EUR,Visa,01-07-2024,2,51.25.62.0,Mobile,,,,,,,,0
15-05-2023,3186.61,Ryan Dyal,Luthra LLC,In-Person,4716.0,Gopalpur,EUR,American Express,01-02-2033,,50.150.144.183,Tablet,,,,,,,,0
26-07-2023,2081.83,Prerak Jain,Walia-Zacharia,Online,6573.0,Gwalior,EUR,American Express,01-07-2031,1,118.221.184.46,Tablet,,,,,,,,0
01-01-2020,1866.64,Armaan Bahl,"Sengupta, Cheema and Bora",In-Person,9780.0,Bokaro,USD,MasterCard,01-04-2026,1,50.218.163.188,Desktop,,,,,,,,0
25-08-2022,691.94,Biju Sandal,D’Alia-Anne,In-Person,4688.0,Dhule,INR,MasterCard,01-11-2024,3 or more,197.69.78.128,Desktop,,,,,,,,0
26-02-2021,4652.7,Dharmajan Salvi,"Shroff, Varma and Dani",Online,9425.0,Bhatpara,INR,MasterCard,01-02-2027,1,182.161.25.34,Desktop,,,,,,,,0
11-04-2020,383.65,Miraya Dayal,"Gala, Vohra and Ben",In-Person,1051.0,Aizawl,INR,MasterCard,01-04-2030,2,149.79.63.248,Desktop,,,,,,,,0
21-05-2021,2813.1,Myra Trivedi,Kala-Tank,In-Person,4024.0,Pali,INR,Visa,01-09-2033,2,79.229.192.90,Tablet,,,,,,,,0
08-04-2021,2898.92,Madhup Taneja,Brar Inc,Online,6865.0,Ludhiana,INR,American Express,01-10-2026,2,89.17.174.62,Tablet,,,,,,,,0
29-08-2020,2506.77,Jiya Gera,Taneja PLC,In-Person,2818.0,Hindupur,EUR,MasterCard,01-03-2032,2,69.137.189.38,Tablet,,,,,,,,0
06-09-2023,3571.65,Divyansh Bhargava,Mane-Jain,In-Person,8055.0,Durg,USD,Visa,01-08-2028,1,197.39.197.141,Tablet,,,,,,,,0
10-01-2022,378.05,Navya Sehgal,Dhillon-Kala,In-Person,3793.0,Hosur,INR,Visa,01-04-2026,3 or more,195.165.254.142,Tablet,,,,,,,,0
01-08-2022,4120.8,Navya Handa,Gole-Hegde,In-Person,3114.0,Jalgaon,INR,Visa,01-03-2028,3 or more,131.79.249.152,Mobile,,,,,,,,0
22-06-2020,3484.15,Taimur Chand,"Koshy, Gola and Srinivasan",Online,7279.0,Barasat,USD,MasterCard,01-09-2028,,23.186.94.112,Desktop,,,,,,,,0
29-05-2020,2472.77,Ojas Ganesan,"Hans, Acharya and Venkataraman",Online,1878.0,Aurangabad,INR,Visa,01-09-2030,1,205.152.62.93,Tablet,,,,,,,,0
01-08-2023,560.97,Ahana  Halder,Goswami and Sons,Online,4762.0,Morena,EUR,MasterCard,01-10-2027,,196.90.189.217,Tablet,,,,,,,,0
11-02-2021,2287.67,Inaaya  Brahmbhatt,"Baral, Date and Tak",In-Person,8062.0,Bhind,INR,American Express,01-07-2032,2,109.55.136.26,Desktop,,,,,,,,0
19-02-2020,2783.3,Madhav Krishna,Toor-Karan,Online,4022.0,Karnal,EUR,MasterCard,01-08-2031,,87.52.229.220,Tablet,,,,,,,,0
22-04-2021,723.93,Kiara Kulkarni,Setty Inc,In-Person,1324.0,Fatehpur,INR,Visa,01-01-2032,,112.222.234.117,Mobile,,,,,,,,0
22-04-2021,1927.98,Indranil Kalla,Wagle-Edwin,In-Person,2499.0,Junagadh,EUR,American Express,01-02-2032,2,139.245.20.249,Desktop,,,,,,,,0
19-02-2021,1933.91,Jhanvi Ramachandran,Bhatt PLC,Online,5070.0,Raichur,INR,American Express,01-10-2029,1,145.67.169.119,Mobile,,,,,,,,0
20-05-2020,1283.09,Aarna Goyal,Upadhyay PLC,In-Person,8121.0,Kirari Suleman Nagar,EUR,MasterCard,01-10-2023,3 or more,147.112.213.82,Tablet,,,,,,,,0
30-10-2021,2210.18,Ayesha Thakkar,"Chana, Borra and Gokhale",Online,8651.0,Aligarh,INR,American Express,01-06-2033,,51.59.122.44,Tablet,,,,,,,,0
13-07-2021,292.63,Yasmin Sarkar,Sarkar-Sama,In-Person,9801.0,Dindigul,EUR,American Express,01-04-2028,,132.42.243.167,Mobile,,,,,,,,0
26-06-2020,2115.93,Vanya Bandi,Sastry-Chandra,Online,4789.0,Anand,EUR,American Express,01-03-2029,,158.153.235.124,Desktop,,,,,,,,0
09-12-2020,1614.82,Vanya Keer,Hora Inc,In-Person,4698.0,Bilaspur,EUR,Visa,01-03-2032,2,19.226.29.81,Desktop,,,,,,,,0
01-10-2021,2275.64,Farhan Trivedi,"Raval, Comar and Das",In-Person,5319.0,Karaikudi,USD,Visa,01-12-2024,,22.12.110.16,Desktop,,,,,,,,0
12-03-2022,2678.73,Arnav Baria,Balakrishnan-Shroff,In-Person,4380.0,Jalna,EUR,Visa,01-01-2024,3 or more,162.41.242.214,Tablet,,,,,,,,0
09-05-2022,1264.33,Kiaan Sachar,Rajan PLC,In-Person,4210.0,Kishanganj,EUR,Visa,01-04-2025,1,205.122.158.120,Tablet,,,,,,,,0
22-04-2023,877.23,Alisha Srinivas,Chand LLC,Online,5522.0,Kulti,EUR,MasterCard,01-05-2026,1,161.183.163.226,Mobile,,,,,,,,0
15-06-2021,48.0,Kanav Bora,"Samra, Dube and Bhavsar",Online,4728.0,Malda,EUR,MasterCard,01-03-2030,,78.191.129.109,Tablet,,,,,,,,0
04-09-2023,1374.97,Ivan Bajaj,"Mallick, Lata and Gandhi",Online,6435.0,Bahraich,EUR,MasterCard,01-05-2027,2,155.38.69.24,Tablet,,,,,,,,0
02-05-2021,4072.26,Ishita Saini,Dua and Sons,In-Person,1034.0,Jodhpur,INR,Visa,01-01-2031,1,137.181.157.50,Mobile,,,,,,,,0
25-02-2022,4621.28,Hiran Ganguly,"Wali, Bora and Mallick",Online,3815.0,Ahmednagar,EUR,MasterCard,01-07-2032,1,175.42.185.45,Mobile,,,,,,,,0
07-11-2021,1650.91,Sara Brahmbhatt,"Baria, Kibe and Dutt",In-Person,1471.0,Malda,USD,American Express,01-12-2026,1,124.129.92.1,Mobile,,,,,,,,0
06-09-2023,286.21,Dishani Contractor,"Tara, Jayaraman and Bhakta",Online,5987.0,Jhansi,INR,MasterCard,01-01-2026,,135.78.1.207,Desktop,,,,,,,,0
28-01-2023,4308.21,Ehsaan Sethi,Rege Inc,Online,3399.0,Adoni,USD,Visa,01-03-2033,3 or more,78.184.92.197,Tablet,,,,,,,,0
23-05-2023,2897.74,Rohan Acharya,"Chaudhary, Sekhon and Hayre",In-Person,9512.0,Pudukkottai,EUR,Visa,01-09-2024,3 or more,115.201.163.114,Desktop,,,,,,,,0
16-05-2022,1023.99,Onkar Mane,Mander LLC,Online,2138.0,Varanasi,INR,American Express,01-09-2027,,53.112.63.255,Mobile,,,,,,,,0
05-11-2021,2003.05,Yuvraj  Shanker,"Bhatti, Chanda and Loke",In-Person,4170.0,Kakinada,EUR,Visa,01-08-2025,1,205.68.167.93,Mobile,,,,,,,,0
03-07-2022,4634.35,Amani Chaudhari,Chhabra-Krishna,In-Person,6777.0,Jamalpur,INR,American Express,01-05-2033,2,107.106.120.105,Desktop,,,,,,,,0
25-07-2023,2507.43,Ishita Choudhry,"Chopra, Kala and Sawhney",In-Person,9518.0,Vellore,INR,Visa,01-01-2024,2,140.152.110.97,Tablet,,,,,,,,0
14-02-2022,639.21,Taimur Loyal,"Desai, Rout and Sunder",In-Person,1428.0,Rohtak,INR,MasterCard,01-09-2033,3 or more,143.229.212.64,Tablet,,,,,,,,0
20-09-2023,4530.95,Mishti Basak,Dhar and Sons,Online,5792.0,Lucknow,INR,Visa,01-01-2026,2,213.238.243.95,Mobile,,,,,,,,0
31-07-2022,2429.61,Alia Deo,"Thaker, Zacharia and Badal",Online,7848.0,Solapur,EUR,Visa,01-03-2032,1,105.235.42.166,Desktop,,,,,,,,0
03-02-2020,1154.07,Sumer Jain,Sankar Inc,In-Person,5719.0,Saharsa,INR,Visa,01-08-2032,,72.152.226.111,Desktop,,,,,,,,0
29-07-2020,1686.56,Rohan Kant,"Varghese, Aggarwal and Varghese",Online,3161.0,Pudukkottai,EUR,Visa,01-11-2032,1,157.224.238.165,Mobile,,,,,,,,0
15-09-2021,2261.64,Rati Chaudhry,Ben-Chokshi,Online,5754.0,Fatehpur,USD,MasterCard,01-09-2030,2,5.217.20.214,Tablet,,,,,,,,0
09-12-2022,3304.07,Ela Ratta,Kanda LLC,In-Person,7159.0,Suryapet,INR,MasterCard,01-05-2027,1,124.154.215.6,Mobile,,,,,,,,0
18-10-2022,4517.84,Sumer Joshi,Sur-Sagar,Online,7265.0,Mysore,USD,MasterCard,01-07-2030,3 or more,195.145.79.210,Tablet,,,,,,,,0
24-01-2022,1321.0,Jhanvi Solanki,Sibal Ltd,In-Person,5381.0,Saharanpur,USD,MasterCard,01-03-2029,3 or more,219.88.97.7,Tablet,,,,,,,,0
25-08-2021,1601.63,Oorja Sane,"Boase, Shere and Bansal",In-Person,7503.0,Jamshedpur,USD,Visa,01-07-2029,,89.106.210.172,Tablet,,,,,,,,0
10-12-2021,4934.3,Sahil Uppal,Buch PLC,In-Person,5422.0,Kavali,USD,Visa,01-08-2030,2,91.128.133.153,Mobile,,,,,,,,0
15-02-2022,3545.22,Manikya Swaminathan,Dua Group,In-Person,6115.0,Sirsa,INR,Visa,01-04-2027,,153.215.216.42,Tablet,,,,,,,,0
17-07-2023,4794.9,Zara Krishna,Chakraborty-Kade,Online,8216.0,Alwar,EUR,Visa,01-12-2032,,193.59.97.137,Tablet,,,,,,,,0
05-03-2022,3325.32,Divit Chand,Koshy-Mand,Online,9203.0,Surat,INR,Visa,01-12-2023,,67.26.100.191,Mobile,,,,,,,,0
28-05-2020,289.27,Jayant Jani,Ghose Ltd,Online,7158.0,Ajmer,USD,MasterCard,01-11-2025,,220.45.254.197,Mobile,,,,,,,,0
17-06-2021,3128.8,Faiyaz Gade,Barad-Sekhon,In-Person,6453.0,Khammam,EUR,Visa,01-07-2032,,202.206.54.229,Desktop,,,,,,,,0
16-02-2022,4780.03,Samarth Sundaram,"Badami, Gara and Bera",In-Person,2663.0,Shimoga,EUR,American Express,01-08-2028,1,148.180.226.124,Desktop,,,,,,,,0
15-04-2021,4590.35,Samar Char,Dani and Sons,In-Person,3093.0,Jhansi,EUR,American Express,01-10-2029,1,192.234.53.212,Desktop,,,,,,,,0
25-02-2022,1320.92,Vardaniya Chhabra,Mammen-Sengupta,In-Person,3428.0,Machilipatnam,EUR,American Express,01-04-2031,,187.50.118.27,Tablet,,,,,,,,0
02-03-2021,3694.61,Nishith Upadhyay,"Salvi, Kade and Biswas",In-Person,8001.0,Bilaspur,USD,Visa,01-05-2032,3 or more,184.240.253.154,Tablet,,,,,,,,0
12-09-2020,2388.71,Lagan Loke,"Bhatt, Bahri and Iyer",Online,4218.0,Raurkela Industrial Township,EUR,American Express,01-09-2031,2,195.240.209.91,Desktop,,,,,,,,0
13-10-2020,2928.26,Tejas Vig,"Mahal, Arora and Yogi",Online,6378.0,Tiruchirappalli,INR,Visa,01-09-2028,2,145.182.81.146,Tablet,,,,,,,,0
11-11-2022,2829.16,Fateh Saran,Sule-Vig,Online,6314.0,Jaipur,EUR,American Express,01-08-2033,3 or more,93.204.12.177,Desktop,,,,,,,,0
20-09-2022,3432.92,Yuvaan Kalla,"Bhardwaj, Rout and Kashyap",Online,7232.0,Bangalore,EUR,American Express,01-02-2025,3 or more,217.222.244.108,Tablet,,,,,,,,0
16-03-2021,2970.62,Jiya Krishnamurthy,"Kala, Kurian and Saini",Online,2265.0,Patiala,INR,American Express,01-02-2030,1,89.70.210.247,Mobile,,,,,,,,0
24-05-2023,2318.2,Rati Gandhi,Kurian Group,In-Person,1170.0,Dehri,EUR,MasterCard,01-02-2030,,206.162.60.123,Desktop,,,,,,,,0
21-01-2022,219.88,Shayak Sandal,Balakrishnan-Upadhyay,In-Person,3804.0,Erode,EUR,MasterCard,01-04-2027,3 or more,196.175.58.225,Mobile,,,,,,,,0
23-07-2022,3836.95,Anahi Krishna,"Divan, Barad and Savant",Online,1985.0,Amaravati,EUR,MasterCard,01-12-2025,3 or more,159.37.47.33,Tablet,,,,,,,,0
15-01-2020,4937.93,Keya Dara,Tara Ltd,Online,5379.0,Jalna,EUR,MasterCard,01-11-2027,1,152.170.11.106,Mobile,,,,,,,,0
08-02-2020,4052.8,Jiya Bhattacharyya,"Bava, Das and Bhatti",In-Person,4913.0,Thiruvananthapuram,INR,American Express,01-08-2028,,86.10.237.150,Desktop,,,,,,,,0
12-06-2021,1651.78,Vaibhav Kapoor,Dutta-Goda,Online,8787.0,Muzaffarpur,INR,American Express,01-05-2032,3 or more,177.144.178.140,Desktop,,,,,,,,0
24-03-2021,308.13,Madhav Badal,Kohli Ltd,In-Person,6770.0,Raebareli,USD,American Express,01-03-2032,3 or more,7.255.211.156,Tablet,,,,,,,,0
15-08-2022,1868.83,Bhavin Trivedi,Jhaveri-Lad,In-Person,3194.0,Ajmer,EUR,MasterCard,01-09-2030,1,185.46.164.161,Mobile,,,,,,,,0
16-04-2023,4969.26,Anaya Sridhar,Sampath Group,In-Person,5345.0,Tumkur,INR,MasterCard,01-05-2026,3 or more,202.18.254.221,Desktop,,,,,,,,0
27-05-2023,110.81,Seher Edwin,Dugar Group,In-Person,1013.0,Tirunelveli,INR,Visa,01-05-2027,,222.133.191.170,Mobile,,,,,,,,0
19-01-2023,3574.0,Rohan Bahl,"Desai, Dugar and Korpal",In-Person,1349.0,Farrukhabad,USD,Visa,01-09-2027,1,184.187.42.169,Desktop,,,,,,,,0
06-05-2023,2592.53,Vihaan Badami,Dayal Inc,Online,1816.0,Coimbatore,EUR,American Express,01-09-2031,,144.52.188.180,Tablet,,,,,,,,0
19-11-2022,1873.05,Siya Sinha,Ganguly-Kumer,In-Person,6614.0,Morbi,INR,Visa,01-02-2031,1,132.167.49.89,Desktop,,,,,,,,0
04-08-2020,4895.19,Eshani Maharaj,Wali-Andra,In-Person,7809.0,Nanded,EUR,Visa,01-06-2030,3 or more,196.32.114.124,Tablet,,,,,,,,0
18-08-2021,4837.03,Myra Dugar,Kurian Ltd,Online,1716.0,Thrissur,USD,American Express,01-08-2027,1,219.78.94.222,Desktop,,,,,,,,0
21-08-2021,1526.5,Kavya Gandhi,"Chandran, Sabharwal and Deshpande",In-Person,1320.0,Dehradun,INR,American Express,01-10-2025,,50.113.8.21,Mobile,,,,,,,,0
08-01-2022,3709.0,Kabir Choudhary,Loyal Group,Online,5363.0,Bathinda,USD,Visa,01-06-2025,,19.244.123.52,Tablet,,,,,,,,0
22-06-2023,2654.74,Siya Gour,Varughese and Sons,In-Person,4577.0,Siwan,EUR,Visa,01-06-2024,,118.174.4.184,Tablet,,,,,,,,0
22-02-2021,4145.82,Inaaya  Khanna,"Borah, Subramaniam and Doshi",In-Person,4662.0,Dibrugarh,INR,Visa,01-03-2031,2,8.235.98.60,Desktop,,,,,,,,0
16-05-2023,2666.41,Jhanvi Ratti,"Divan, Bhatti and Mander",In-Person,4861.0,Giridih,INR,Visa,01-05-2031,,88.127.251.223,Mobile,,,,,,,,0
12-02-2023,1267.94,Samiha Dyal,"Jain, Shan and Amble",Online,2313.0,Proddatur,INR,MasterCard,01-08-2031,1,24.176.150.109,Mobile,,,,,,,,0
01-07-2022,2603.93,Rohan Balasubramanian,Varghese-Sahni,In-Person,5314.0,Moradabad,USD,MasterCard,01-03-2024,1,177.233.1.124,Tablet,,,,,,,,0
08-05-2021,1199.98,Inaaya  Mangal,Deol-Bhasin,Online,4877.0,New Delhi,INR,American Express,01-05-2024,,210.133.128.120,Desktop,,,,,,,,0
16-03-2020,3227.04,Trisha Golla,Batta-Khurana,In-Person,4985.0,Jhansi,INR,MasterCard,01-10-2031,,101.129.196.192,Tablet,,,,,,,,0
18-06-2023,2051.23,Miraya Sem,Chakrabarti-Dada,In-Person,2217.0,Kakinada,USD,American Express,01-07-2028,2,68.55.72.187,Desktop,,,,,,,,0
06-11-2021,3890.59,Veer Aggarwal,Tak-Bala,Online,1381.0,Nashik,USD,Visa,01-04-2024,1,207.208.230.174,Desktop,,,,,,,,0
06-02-2020,4716.96,Raunak Ramesh,Krish Inc,In-Person,6526.0,Bangalore,USD,American Express,01-04-2027,1,176.233.138.188,Desktop,,,,,,,,0
29-07-2023,2721.81,Priyansh Walia,Varghese-Comar,Online,8189.0,Patna,USD,Visa,01-09-2033,,121.253.67.99,Mobile,,,,,,,,0
05-09-2022,4190.75,Ivan Bhasin,Sabharwal-Agarwal,In-Person,5658.0,Danapur,USD,MasterCard,01-09-2025,1,216.188.177.139,Mobile,,,,,,,,0
18-01-2022,1831.78,Samaira Khalsa,"Dixit, Salvi and Sahni",In-Person,3223.0,Rohtak,EUR,American Express,01-02-2026,,220.70.94.152,Desktop,,,,,,,,0
21-03-2023,275.14,Mannat Samra,Karpe and Sons,In-Person,1123.0,Sambalpur,INR,Visa,01-03-2027,,201.207.5.134,Desktop,,,,,,,,0
28-08-2020,3455.1,Saanvi Koshy,"Solanki, Dhaliwal and Kanda",Online,5851.0,Bhiwani,INR,MasterCard,01-02-2026,1,126.212.109.123,Mobile,,,,,,,,0
29-06-2022,2079.93,Oorja Vaidya,"Venkatesh, Kalita and Verma",Online,7083.0,Ghaziabad,INR,MasterCard,01-01-2029,,64.34.166.179,Desktop,,,,,,,,0
30-10-2021,3643.47,Gokul Amble,Shere-Keer,In-Person,4573.0,Kavali,USD,MasterCard,01-09-2031,3 or more,94.80.133.222,Desktop,,,,,,,,0
28-10-2021,2473.28,Advika Mahal,"Edwin, Sodhi and Ganesan",Online,8356.0,Dindigul,USD,American Express,01-01-2033,3 or more,170.246.65.131,Tablet,,,,,,,,0
